"privacy_concerns","smartphone_skill","whatsapp_usage","secure_messenger","other_messenger","altruism","civic_duty","trust_science","trust_polsters","trust_gen","extrov","openess","neurot","consient","agreab","age_n","sted","inc_cat","educ_cat","employ_bin","Y_contacts"
3,4,1,0,0,1,0,4,2,5,24,28,24,29,34,50,7,1,6,0,831
5,3,1,0,0,0,0,3,3,7,34,19,32,36,36,83,5,1,5,1,990
4,3,1,0,0,0,0,3,3,8,26,25,28,34,29,59,6,1,4,1,863
4,3,1,0,0,0,0,3,2,8,25,16,29,32,30,65,6,1,4,1,838
3,4,1,0,0,1,0,4,2,6,22,25,24,32,31,58,7,1,6,0,849
5,3,1,0,0,0,0,3,3,7,23,23,30,35,37,54,4,1,5,1,948
4,3,1,0,0,0,0,3,2,8,12,24,28,28,30,59,6,1,4,1,824
5,3,1,0,0,0,0,3,3,7,20,35,24,26,34,40,5,1,5,1,918
2,5,2,1,1,1,1,2,1,3,24,34,19,29,29,57,2,0,3,0,837
5,3,1,0,0,0,0,3,3,7,27,26,26,30,30,72,5,1,5,1,953
5,3,1,0,0,0,0,3,3,7,24,28,19,34,29,55,5,1,5,1,931
2,2,2,1,1,1,1,2,1,9,11,28,28,29,38,67,8,0,3,0,714
5,3,1,0,0,0,0,3,3,8,11,18,20,34,36,57,4,1,4,1,924
6,5,1,0,1,1,0,4,2,5,34,26,14,36,34,25,0,0,2,0,1148
4,3,1,0,0,0,0,3,3,8,29,29,21,34,30,17,6,1,4,1,810
4,3,1,0,0,0,0,3,2,8,34,18,22,21,38,55,6,1,4,1,831
5,3,1,0,0,0,0,3,3,7,19,23,28,38,33,64,5,1,5,1,954
5,3,1,0,0,0,0,3,3,7,18,23,27,28,29,66,5,1,5,1,935
5,3,1,0,0,0,0,3,3,7,18,33,17,25,31,67,5,1,5,1,930
4,4,1,0,0,0,0,3,2,6,26,23,20,29,25,47,3,1,4,1,857
4,4,1,0,0,0,0,3,2,6,23,26,37,25,33,28,3,1,4,1,861
3,4,1,0,0,1,0,4,2,6,31,27,18,29,25,29,7,1,6,0,805
4,3,1,0,0,0,0,3,2,8,21,34,33,29,29,71,6,1,4,1,868
5,3,1,0,0,0,0,3,3,7,13,33,24,20,20,48,5,1,5,1,899
5,3,1,0,0,0,0,3,3,7,38,19,38,16,24,35,5,1,5,1,927
5,3,1,0,0,0,0,3,3,7,23,25,8,24,20,66,4,1,5,1,904
2,5,2,1,1,1,1,2,1,3,27,20,22,28,33,77,2,0,3,0,869
5,3,1,0,0,0,0,3,3,7,15,32,24,34,33,50,4,1,5,1,927
3,4,1,0,0,0,0,4,2,6,30,30,24,36,35,63,3,1,6,0,832
3,4,1,0,0,0,0,4,2,6,17,24,18,27,33,36,7,1,6,0,801
1,1,4,1,1,1,4,1,4,1,19,29,35,29,28,66,10,0,1,0,1191
5,3,1,0,0,0,0,3,3,7,10,28,16,27,32,26,4,1,5,1,875
6,5,1,0,1,1,0,4,2,5,31,23,34,19,29,61,0,0,2,0,1177
5,3,1,0,0,0,0,3,3,7,24,28,28,21,21,43,4,1,5,1,903
4,3,1,0,0,0,0,3,3,8,27,27,18,32,30,28,4,1,4,1,809
5,3,1,0,0,0,0,3,3,7,35,33,14,25,34,44,5,1,5,1,927
1,1,4,1,1,1,4,1,4,1,32,23,22,28,28,19,10,0,1,0,1137
4,3,1,0,0,0,0,3,2,8,22,27,30,25,16,41,6,1,4,1,802
1,1,4,1,1,1,4,1,4,1,24,18,21,32,28,80,10,0,1,0,1192
5,3,1,0,0,0,0,3,3,7,24,19,26,31,23,36,4,1,5,1,898
5,3,1,0,0,0,0,3,3,7,20,30,31,21,25,70,5,1,5,1,941
5,3,1,0,0,0,0,3,3,7,35,28,31,27,27,67,4,1,5,1,955
3,4,1,0,0,1,0,4,2,5,30,28,21,23,32,22,7,1,6,0,811
3,4,1,0,0,0,0,4,2,6,14,22,36,36,23,43,3,1,6,0,788
4,3,1,0,0,0,0,3,3,8,18,26,18,24,34,22,6,1,4,1,790
6,5,1,0,0,1,0,4,2,5,21,23,28,28,30,25,0,1,6,0,1153
3,4,1,0,0,0,0,4,2,6,32,20,29,30,34,81,3,1,6,0,861
3,4,1,0,0,0,0,4,2,6,18,21,35,27,36,36,3,1,6,0,793
3,4,1,0,0,0,0,4,2,6,26,26,26,27,26,44,3,1,6,0,799
5,3,1,0,0,0,0,3,3,7,26,31,27,26,25,54,4,1,5,1,936
5,3,1,0,0,0,0,3,3,7,32,24,11,29,24,29,5,1,5,1,896
6,5,1,0,0,1,0,4,2,5,27,22,30,25,30,17,0,0,2,0,1137
3,4,1,0,0,1,0,4,2,6,16,16,20,29,21,58,7,1,6,0,823
7,2,3,1,1,1,2,2,4,0,22,28,35,20,31,69,9,0,1,0,1357
7,2,3,1,1,1,2,2,4,0,18,25,23,20,35,42,9,0,1,0,1325
6,5,1,0,0,1,0,4,2,5,34,26,25,34,33,36,0,0,2,0,1169
4,3,1,0,0,0,0,3,2,8,17,24,28,30,20,33,6,1,4,1,809
5,3,1,0,0,0,0,3,3,7,29,25,18,33,24,79,5,1,5,1,955
4,3,1,0,0,0,0,3,2,8,24,23,20,33,37,59,6,1,4,1,836
6,5,1,0,1,1,0,4,2,4,23,27,14,30,24,26,0,0,2,0,1112
2,2,2,1,1,1,1,2,1,2,36,23,39,22,33,72,1,0,3,0,621
2,2,2,1,1,1,1,2,1,9,19,26,35,37,30,46,8,0,3,0,694
6,5,2,1,1,1,1,4,1,4,26,26,19,23,26,73,2,0,2,0,1232
5,3,1,0,0,0,0,3,3,7,25,33,29,28,32,72,4,1,5,1,957
5,3,1,0,0,0,0,3,3,7,20,28,18,18,34,50,5,1,5,1,916
4,3,1,0,0,0,0,3,2,8,22,26,23,34,38,67,3,1,4,1,841
3,4,1,0,0,0,0,4,2,6,24,26,34,30,23,73,3,1,6,0,824
5,3,1,0,0,0,0,3,3,7,28,18,21,30,29,75,5,1,5,1,943
7,2,3,1,1,1,2,2,4,0,20,17,27,30,25,59,9,0,1,0,1323
5,3,1,0,0,0,0,3,3,7,21,19,18,21,35,67,5,1,5,1,925
2,2,2,1,1,1,2,2,1,2,20,29,15,25,28,50,1,0,3,0,582
5,3,1,0,0,0,0,3,3,7,22,23,22,23,31,71,5,1,5,1,935
3,4,1,0,0,1,0,4,2,5,26,31,30,36,34,63,7,1,6,0,861
6,5,2,0,1,1,0,4,1,4,24,25,37,30,32,35,2,0,2,0,1240
6,5,1,0,1,1,0,4,2,4,17,25,32,30,28,78,0,0,2,0,1179
3,4,1,0,0,1,0,4,2,5,36,23,10,28,35,70,7,1,6,0,850
5,3,1,0,0,0,0,3,3,7,22,22,27,26,28,51,5,1,5,1,923
2,5,2,1,1,1,1,2,1,3,33,35,35,34,23,44,2,0,3,0,857
3,4,1,0,0,1,0,4,2,6,23,21,21,25,32,59,7,1,6,0,837
6,5,2,1,1,1,1,4,1,3,31,28,16,24,28,72,2,0,2,0,1234
5,3,1,0,0,0,0,3,3,7,21,22,34,31,28,32,5,1,5,1,918
5,3,1,0,0,0,0,3,3,7,21,26,8,30,34,18,5,1,5,1,885
4,3,1,0,0,0,0,3,3,8,23,22,29,32,32,43,4,1,4,1,831
5,3,1,0,0,0,0,3,3,7,22,26,23,24,21,53,4,1,5,1,907
6,5,2,1,1,1,1,4,1,3,17,26,22,28,16,31,2,0,2,0,1171
2,2,3,1,1,1,2,2,4,2,24,18,25,25,33,52,1,0,3,0,820
5,3,1,0,0,0,0,3,3,7,31,23,33,23,20,37,5,1,5,1,907
2,2,2,1,1,1,1,2,1,2,22,32,27,25,16,69,1,0,3,0,596
3,4,1,0,0,0,0,4,2,6,20,27,32,29,28,39,7,1,6,0,825
4,3,1,0,0,0,0,3,3,8,31,20,32,31,20,53,6,1,4,1,844
3,4,1,0,0,1,0,4,2,5,21,24,11,23,16,40,7,1,6,0,770
6,5,1,0,1,1,0,4,2,4,24,30,24,27,33,34,0,0,2,0,1136
4,4,1,0,0,0,0,3,2,6,12,32,39,25,28,23,3,1,4,1,851
4,3,1,0,0,0,0,3,3,8,20,36,19,27,30,74,6,1,4,1,861
7,2,3,1,1,1,2,1,4,0,19,36,22,28,25,27,9,0,1,0,1297
5,3,1,0,0,0,0,3,3,7,23,28,23,19,28,59,5,1,5,1,918
5,3,1,0,0,0,0,3,3,7,27,18,13,21,21,48,5,1,5,1,893
3,5,1,0,0,1,0,4,2,5,33,21,26,20,34,44,7,1,6,0,927
6,5,1,0,0,1,0,4,2,5,14,21,32,26,38,26,0,1,6,0,1163
5,3,1,0,0,0,0,3,3,7,11,20,34,29,27,55,5,1,5,1,916
4,3,1,0,0,0,0,3,2,8,31,28,19,24,20,78,6,1,4,1,845
3,4,1,0,0,1,0,4,2,6,27,22,24,18,25,72,7,1,6,0,843
4,3,1,0,0,0,0,3,3,8,11,30,22,19,29,45,6,1,4,1,815
1,1,4,1,1,1,4,1,4,1,27,27,36,22,32,30,10,0,1,0,1155
3,4,1,0,0,1,0,4,2,5,29,24,30,22,30,43,7,1,6,0,814
4,3,1,0,0,0,0,3,3,8,27,28,31,24,29,69,4,1,4,1,854
5,3,1,0,0,0,0,3,3,7,23,20,14,26,37,54,5,1,5,1,914
5,3,1,0,0,0,0,3,3,8,26,28,29,33,38,55,4,1,4,1,949
5,3,1,0,0,0,0,3,3,7,24,29,36,28,27,76,5,1,5,1,972
5,3,1,0,0,0,0,3,3,7,26,27,19,33,23,74,5,1,5,1,948
4,3,1,0,0,0,0,3,3,8,16,25,25,24,33,22,4,1,4,1,796
6,5,1,0,0,1,0,4,2,5,21,24,16,33,29,22,0,0,2,0,1129
7,2,3,1,1,1,2,1,4,0,19,15,27,30,23,26,9,0,1,0,1289
4,3,1,0,0,0,0,3,3,8,23,21,25,20,25,32,6,1,4,1,798
4,4,1,0,0,0,0,3,2,6,20,25,21,23,30,63,3,1,4,1,867
5,3,1,0,0,0,0,3,3,7,23,21,33,27,30,59,5,1,5,1,940
3,4,1,0,0,1,0,4,2,6,22,25,35,29,27,36,7,1,6,0,819
4,3,1,0,0,0,0,3,3,8,25,24,20,28,25,44,6,1,4,1,813
4,3,1,0,0,0,0,3,3,8,13,22,38,25,36,54,6,1,4,1,840
7,2,3,1,1,1,2,1,4,0,19,23,39,29,34,41,9,0,1,0,1328
3,4,1,0,0,1,0,4,2,5,28,29,25,16,34,35,7,1,6,0,811
3,5,1,0,0,1,0,4,2,5,28,20,35,29,34,68,0,1,6,0,921
5,3,1,0,0,0,0,3,3,7,23,22,22,36,38,31,5,1,5,1,919
5,3,1,0,0,0,0,3,3,7,29,32,24,27,28,27,4,1,5,1,905
2,5,2,1,1,1,1,2,1,9,28,29,10,29,31,52,8,0,3,0,924
6,5,2,1,1,1,1,4,1,3,29,33,36,23,30,73,2,0,2,0,1258
6,5,1,0,0,1,0,4,2,5,19,26,29,25,27,21,0,1,6,0,1154
5,3,1,0,0,0,0,3,3,8,16,19,26,20,19,65,4,1,5,1,905
5,3,1,0,0,0,0,3,3,7,17,30,30,26,26,58,4,1,5,1,930
4,4,1,0,0,0,0,3,2,6,15,36,32,34,31,36,3,1,4,1,875
4,4,1,0,0,0,0,3,2,6,9,17,23,28,32,21,3,1,4,1,816
5,3,1,0,0,0,0,3,3,7,21,26,28,17,21,45,4,1,5,1,900
6,5,1,0,1,1,0,4,2,4,23,24,39,23,31,43,0,0,2,0,1153
5,3,1,0,0,0,0,3,3,7,19,20,30,35,34,60,5,1,5,1,935
3,5,1,0,0,1,0,4,2,5,24,20,26,24,29,79,0,1,6,0,913
2,5,2,1,1,1,1,4,1,3,19,16,34,20,21,60,2,0,2,0,838
2,2,3,1,1,1,2,2,4,2,19,27,25,15,32,73,1,0,3,0,833
3,4,1,0,0,1,0,4,2,5,16,36,37,34,39,35,7,1,6,0,845
5,3,1,0,0,0,0,3,3,7,20,28,22,26,30,34,4,1,5,1,898
5,3,1,0,0,0,0,3,3,7,22,23,36,26,28,73,4,1,5,1,947
2,5,2,1,1,1,1,2,1,9,27,19,19,23,30,64,8,0,3,0,926
5,3,1,0,0,0,0,3,3,7,11,29,23,33,32,45,5,1,5,1,912
2,5,2,1,1,1,1,2,1,3,21,20,29,32,31,55,2,0,3,0,845
4,4,1,0,0,0,0,3,2,6,21,20,15,25,29,52,3,1,4,1,854
4,3,1,0,0,0,0,3,2,8,9,15,34,27,30,45,6,1,4,1,801
2,2,3,1,1,1,2,2,4,2,27,22,26,32,29,41,1,0,3,0,805
5,3,1,0,0,0,0,3,3,7,20,27,20,27,17,23,5,1,5,1,884
4,3,1,0,0,0,0,3,3,8,23,24,33,22,31,43,6,1,4,1,839
5,3,1,0,0,0,0,3,3,7,10,34,22,34,33,36,5,1,5,1,920
5,3,1,0,0,0,0,3,3,7,27,27,28,32,29,67,5,1,5,1,957
3,4,1,0,0,1,0,4,2,5,13,23,32,27,36,22,7,1,6,0,802
3,4,1,0,0,0,0,3,2,6,13,33,34,31,20,46,3,1,6,0,796
4,3,1,0,0,0,0,3,2,8,17,28,19,28,31,72,3,1,4,1,828
6,5,2,1,1,1,1,4,1,4,28,16,19,29,34,78,2,0,2,0,1246
7,2,3,1,1,1,2,1,4,0,26,27,32,20,30,17,9,0,1,0,1298
4,4,1,0,0,0,0,3,2,6,26,20,21,28,36,65,3,1,4,1,880
3,5,1,0,0,1,0,4,2,5,22,20,27,22,31,64,0,1,6,0,893
5,3,1,0,0,0,0,3,3,7,16,26,29,28,24,63,4,1,5,1,928
4,3,1,0,0,0,0,3,3,8,12,21,26,30,38,22,6,1,4,1,816
5,3,1,0,0,0,0,3,3,7,17,25,24,25,25,61,5,1,5,1,914
5,3,1,0,0,0,0,3,3,7,22,29,22,34,39,79,5,1,5,1,968
5,3,1,0,0,0,0,3,3,7,18,22,34,23,31,52,5,1,5,1,940
5,3,1,0,0,0,0,3,3,8,17,30,28,29,28,19,4,1,5,1,907
4,3,1,0,0,0,0,3,3,8,23,27,28,33,30,54,6,1,4,1,849
3,4,1,0,0,1,0,4,2,6,14,24,31,26,30,33,7,1,6,0,810
3,5,1,0,0,1,0,4,2,5,31,24,24,21,28,60,0,1,6,0,898
4,3,1,0,0,0,0,3,3,8,12,27,15,23,32,70,4,1,4,1,827
7,2,3,1,1,1,2,1,4,0,22,25,18,27,33,48,9,0,1,0,1320
3,5,1,0,0,1,0,4,2,5,21,30,22,36,32,66,7,1,6,0,944
5,3,1,0,0,0,0,3,3,7,13,18,27,27,28,36,5,1,5,1,892
4,3,1,0,0,0,0,3,3,8,21,35,28,29,36,80,6,1,4,1,879
5,3,1,0,0,0,0,3,3,8,13,23,26,33,28,72,4,1,4,1,937
4,3,1,0,0,0,0,3,2,8,16,20,24,30,28,60,6,1,4,1,829
6,5,2,1,1,1,1,4,1,3,21,26,31,28,28,43,2,0,2,0,1216
5,3,1,0,0,0,0,3,3,7,16,32,27,31,30,26,4,1,5,1,908
4,3,1,0,0,0,0,3,3,8,20,19,26,33,31,77,6,1,4,1,863
7,2,3,1,1,1,3,1,4,10,32,31,24,24,35,57,9,0,1,0,1455
5,3,1,0,0,0,0,3,3,7,11,32,25,30,24,49,5,1,5,1,917
3,4,1,0,0,1,0,4,2,6,15,30,27,29,28,62,7,1,6,0,839
3,5,1,0,0,1,0,4,2,5,36,20,22,34,29,71,0,1,6,0,916
3,4,1,0,0,0,0,4,2,6,26,28,28,24,33,55,3,1,6,0,821
1,1,4,1,1,1,4,1,4,1,29,28,31,19,29,66,10,0,1,0,1181
5,3,1,0,0,0,0,3,3,7,30,28,15,33,27,67,5,1,5,1,940
1,1,4,1,1,1,4,1,4,1,21,27,27,20,26,41,10,0,1,0,1145
6,5,1,0,0,1,0,4,2,5,21,30,31,15,31,70,0,0,2,0,1184
4,3,1,0,0,0,0,3,2,8,22,20,21,26,36,50,6,1,4,1,818
5,3,1,0,0,0,0,3,3,7,12,23,27,29,33,52,5,1,5,1,931
4,3,1,0,0,0,0,3,2,8,31,27,21,25,31,30,6,1,4,1,804
5,3,1,0,0,0,0,3,3,7,25,28,27,20,34,54,4,1,5,1,932
4,3,1,0,0,0,0,3,3,8,12,23,24,27,34,72,6,1,4,1,844
6,5,2,1,1,1,1,4,1,3,16,28,27,30,29,32,2,0,2,0,1186
5,3,1,0,0,0,0,3,3,7,26,34,11,20,37,27,5,1,5,1,900
4,3,1,0,0,0,0,3,3,8,20,25,25,27,32,55,4,1,4,1,838
2,5,2,1,1,1,1,4,1,3,21,26,22,25,28,83,2,0,2,0,881
5,3,1,0,0,0,0,3,3,7,28,20,35,38,39,78,5,1,5,1,980
6,5,2,0,1,1,1,4,1,4,36,26,22,27,25,69,2,0,2,0,1270
7,2,3,1,1,1,2,1,4,0,20,30,17,29,32,60,9,0,1,0,1336
3,4,1,0,0,1,0,4,2,5,19,26,15,17,34,65,7,1,6,0,818
5,3,1,0,0,0,0,3,3,7,18,28,30,25,30,17,5,1,5,1,886
4,3,1,0,0,0,0,3,2,8,27,23,34,27,27,65,6,1,4,1,848
3,5,1,0,0,1,0,4,2,5,20,36,14,30,29,77,0,1,6,0,908
5,3,1,0,0,0,0,3,3,7,12,30,37,29,31,68,5,1,5,1,954
2,5,2,1,1,1,1,4,1,3,21,28,27,32,24,33,2,0,2,0,832
6,5,1,0,0,1,0,4,2,5,27,27,22,23,29,60,0,0,2,0,1186
5,3,1,0,0,0,0,3,3,7,22,30,10,34,31,67,4,1,5,1,945
6,5,1,0,0,1,0,4,2,5,10,24,27,28,39,70,0,0,2,0,1195
3,4,1,0,0,1,0,4,2,5,31,21,24,27,25,61,7,1,6,0,826
5,3,1,0,0,0,0,3,3,7,18,27,27,25,36,77,5,1,5,1,958
3,4,1,0,0,1,0,4,2,5,21,31,12,28,37,61,7,1,6,0,833
2,2,3,1,1,1,2,2,4,2,15,21,23,26,21,37,1,0,3,0,785
2,5,2,1,1,1,1,2,1,3,22,21,30,20,38,81,2,0,3,0,862
6,5,2,0,1,1,0,4,1,4,21,23,10,20,24,79,2,0,2,0,1234
3,4,1,0,0,1,0,4,2,5,11,28,21,28,25,55,7,1,6,0,812
3,4,1,0,0,0,0,4,2,6,27,33,30,32,21,81,3,1,6,0,843
4,3,1,0,0,0,0,3,3,8,36,30,25,24,32,32,6,1,4,1,843
5,3,1,0,0,0,0,3,3,7,29,23,24,35,28,66,5,1,5,1,947
6,5,2,1,1,1,1,4,1,3,12,29,23,34,33,59,2,0,2,0,1210
3,5,1,0,0,1,0,4,2,5,28,27,24,34,21,31,0,1,6,0,874
6,5,2,0,1,1,0,4,1,4,23,29,30,23,28,59,2,0,2,0,1247
5,3,1,0,0,0,0,3,3,7,26,20,16,34,32,35,5,1,5,1,906
5,3,1,0,0,0,0,3,3,7,34,32,27,20,25,70,5,1,5,1,955
3,4,1,0,0,0,0,4,2,6,20,24,30,20,27,65,3,1,6,0,814
5,3,1,0,0,0,0,3,3,7,23,32,30,32,20,44,5,1,5,1,925
3,5,1,0,0,1,0,4,2,5,16,24,37,33,23,39,0,1,6,0,876
3,4,1,0,0,0,0,3,2,6,27,22,38,35,28,26,3,1,6,0,792
5,3,1,0,0,0,0,3,3,8,38,21,30,32,30,68,4,1,5,1,969
4,3,1,0,0,0,0,3,3,8,17,27,31,32,20,74,6,1,4,1,852
3,4,1,0,0,1,0,4,2,5,29,25,20,27,28,66,7,1,6,0,842
5,3,1,0,0,0,0,3,3,7,19,17,36,28,36,23,5,1,5,1,902
5,3,1,0,0,0,0,3,3,7,38,25,29,28,36,73,5,1,5,1,973
4,4,1,0,0,0,0,3,2,6,19,22,26,30,24,83,3,1,4,1,902
5,3,1,0,0,0,0,3,3,7,35,19,14,37,30,58,5,1,5,1,937
5,3,1,0,0,0,0,3,3,7,26,27,22,25,35,59,5,1,5,1,943
3,4,1,0,0,1,0,4,2,6,17,29,24,26,31,64,7,1,6,0,844
3,4,1,0,0,0,0,3,2,6,14,26,22,28,31,66,3,1,6,0,802
5,3,1,0,0,0,0,3,3,8,13,23,28,28,23,43,4,1,4,1,903
5,3,1,0,0,0,0,3,3,7,14,20,24,21,36,59,4,1,5,1,908
3,4,1,0,0,1,0,4,2,6,20,20,35,31,29,46,7,1,6,0,834
6,5,2,1,1,1,1,4,1,3,20,20,22,35,34,58,2,0,2,0,1219
5,3,1,0,0,0,0,3,3,7,32,17,21,27,32,79,5,1,5,1,962
1,1,4,1,1,1,4,1,4,1,19,26,23,32,30,30,10,0,1,0,1135
5,3,1,0,0,0,0,3,3,7,16,31,33,19,21,37,5,1,5,1,904
5,3,1,0,0,0,0,3,3,7,16,25,26,26,33,61,5,1,5,1,937
4,3,1,0,0,0,0,3,3,8,36,20,12,26,30,59,4,1,4,1,825
2,5,2,1,1,1,1,2,1,3,31,29,18,26,34,50,2,0,3,0,842
5,3,1,0,0,0,0,3,3,7,22,20,24,31,32,55,4,1,5,1,917
6,5,2,0,1,1,1,4,1,4,18,24,38,25,33,77,2,0,2,0,1269
2,5,2,1,1,1,1,2,1,3,14,28,27,32,33,40,2,0,3,0,825
4,3,1,0,0,0,0,3,2,8,21,17,22,33,27,55,3,1,4,1,803
3,4,1,0,0,1,0,4,2,5,28,26,28,34,36,55,7,1,6,0,854
4,3,1,0,0,0,0,3,3,8,23,26,34,29,34,66,4,1,4,1,864
4,3,1,0,0,0,0,3,2,8,10,32,29,25,24,39,6,1,4,1,811
2,2,3,1,1,1,2,2,4,0,22,25,31,29,31,75,1,0,3,0,843
5,3,1,0,0,0,0,3,3,7,21,28,27,28,25,52,4,1,5,1,920
5,3,1,0,0,0,0,3,3,7,19,28,21,20,21,64,5,1,5,1,915
7,2,3,1,1,1,2,1,4,0,27,25,23,28,32,45,9,0,1,0,1322
5,3,1,0,0,0,0,3,3,7,21,21,17,28,23,73,4,1,5,1,917
3,4,1,0,0,1,0,4,2,5,22,23,30,28,39,64,7,1,6,0,851
5,3,1,0,0,0,0,3,3,7,31,29,22,22,31,62,5,1,5,1,945
7,2,3,1,1,1,2,1,4,0,19,27,27,26,27,48,9,0,1,0,1319
2,2,2,1,1,1,1,2,1,2,16,28,26,34,36,79,1,0,3,0,618
2,5,2,1,1,1,1,2,1,9,16,32,35,32,37,64,8,0,3,0,957
4,3,1,0,0,0,0,3,3,8,20,20,22,24,21,38,6,1,4,1,809
6,5,2,0,1,1,0,4,1,4,27,33,22,27,18,40,2,0,2,0,1232
5,3,1,0,0,0,0,3,3,8,16,24,16,31,28,32,4,1,5,1,890
5,3,1,0,0,0,0,3,3,8,24,26,11,25,31,74,4,1,5,1,944
1,1,4,1,1,1,4,1,4,1,15,29,33,30,29,61,10,0,1,0,1177
1,1,3,1,1,1,3,1,4,10,34,30,22,23,31,38,11,0,1,0,867
4,4,1,0,0,0,0,3,2,6,18,24,17,37,28,47,3,1,4,1,862
6,5,1,0,1,1,0,4,2,4,18,29,26,31,26,17,0,0,2,0,1119
4,3,1,0,0,0,0,3,3,8,27,24,22,30,30,44,4,1,4,1,818
5,3,1,0,0,0,0,3,3,7,20,24,19,22,30,56,4,1,5,1,905
3,4,1,0,0,1,0,4,2,6,24,29,33,16,32,29,7,1,6,0,815
4,3,1,0,0,0,0,3,3,8,22,24,33,25,25,40,6,1,4,1,831
5,3,1,0,0,0,0,3,3,7,18,21,28,24,30,44,5,1,5,1,912
1,1,3,1,1,1,3,1,4,10,19,26,31,16,28,61,11,0,1,0,869
3,4,1,0,0,1,0,4,2,5,25,24,22,34,38,41,7,1,6,0,832
2,5,2,1,1,1,1,2,1,3,23,31,23,30,27,80,8,0,3,0,901
4,3,1,0,0,0,0,3,2,8,14,25,27,20,23,43,6,1,4,1,797
5,3,1,0,0,0,0,3,3,7,19,21,30,17,34,73,5,1,5,1,931
3,4,1,0,0,1,0,4,2,5,23,26,29,22,32,71,7,1,6,0,851
5,3,1,0,0,0,0,3,3,7,27,26,30,32,35,44,5,1,5,1,944
5,3,1,0,0,0,0,3,3,7,21,25,27,27,29,80,5,1,5,1,957
2,2,2,1,1,1,1,2,1,9,23,27,22,25,28,47,8,0,3,0,678
5,3,1,0,0,0,0,3,3,7,22,29,16,26,35,57,5,1,5,1,933
5,3,1,0,0,0,0,3,3,7,26,26,26,33,38,63,4,1,5,1,959
5,3,1,0,0,0,0,3,3,7,22,30,20,24,34,43,4,1,5,1,921
4,3,1,0,0,0,0,3,3,8,26,29,34,33,20,26,4,1,4,1,820
5,3,1,0,0,0,0,3,3,7,24,36,25,29,32,40,4,1,5,1,916
5,3,1,0,0,0,0,3,3,7,30,34,22,15,24,67,5,1,5,1,933
2,2,2,1,1,1,1,2,1,9,24,24,16,29,22,31,8,0,3,0,647
7,2,3,1,1,1,2,2,4,0,26,22,24,32,19,67,9,0,1,0,1337
2,2,3,1,1,1,2,2,4,0,21,23,18,25,30,49,1,0,3,0,787
4,3,1,0,0,0,0,3,2,8,24,19,22,25,27,38,6,1,4,1,818
4,3,1,0,0,0,0,3,2,8,18,28,29,33,26,69,6,1,4,1,841
5,3,1,0,0,0,0,3,3,7,14,15,26,30,34,77,5,1,5,1,939
4,3,1,0,0,0,0,3,3,8,20,29,28,30,25,24,6,1,4,1,814
2,2,2,1,1,1,1,2,1,9,15,16,36,34,35,74,8,0,3,0,716
4,3,1,0,0,0,0,3,3,8,26,24,18,28,34,74,6,1,4,1,867
4,4,1,0,0,0,0,3,2,6,24,26,19,21,32,75,3,1,4,1,890
4,4,1,0,0,0,0,3,2,6,31,19,29,27,29,45,3,1,4,1,865
5,3,1,0,0,0,0,3,3,7,21,23,24,31,34,23,5,1,5,1,900
4,4,1,0,0,0,0,3,2,6,23,27,20,27,20,33,3,1,4,1,833
5,3,1,0,0,0,0,3,3,7,18,21,14,17,26,20,5,1,5,1,852
3,4,1,0,0,1,0,4,2,6,23,19,25,22,31,32,7,1,6,0,805
4,4,1,0,0,0,0,3,2,6,22,21,31,26,23,72,3,1,4,0,880
5,3,1,0,0,0,0,3,3,7,9,25,30,22,24,67,4,1,5,1,924
2,2,2,1,1,1,1,2,1,9,23,22,11,28,32,44,8,0,3,0,673
5,3,1,0,0,0,0,3,3,7,28,28,27,29,31,18,4,1,5,1,895
4,3,1,0,0,0,0,3,3,8,15,18,28,38,31,34,6,1,4,1,832
2,2,2,1,1,1,1,2,1,9,26,20,30,29,29,77,8,0,3,0,723
5,3,1,0,0,0,0,3,3,7,18,23,30,28,22,44,4,1,5,1,897
5,3,1,0,0,0,0,3,3,8,19,23,36,34,30,32,4,1,5,1,931
2,5,2,1,1,1,1,2,1,9,26,28,34,36,29,77,8,0,3,0,973
3,4,1,0,0,1,0,4,2,6,15,23,30,38,38,70,7,1,6,0,884
2,5,2,1,1,1,1,2,1,3,9,30,25,23,28,36,2,0,3,0,803
4,3,1,0,0,0,0,3,2,8,26,23,29,18,26,29,3,1,4,1,786
2,2,2,1,1,1,1,2,1,9,27,31,32,25,29,71,8,0,3,0,715
5,3,1,0,0,0,0,3,3,7,21,22,34,30,30,50,5,1,5,1,929
3,4,1,0,0,1,0,4,2,6,25,36,17,32,29,62,7,1,6,0,850
6,5,1,0,0,1,0,4,2,5,24,18,17,28,27,38,0,1,6,0,1163
5,3,1,0,0,0,0,3,3,7,21,28,20,23,28,42,4,1,5,1,903
3,4,1,0,0,0,0,3,2,6,18,26,28,18,28,74,3,1,6,0,798
3,4,1,0,0,1,0,4,2,5,27,24,38,24,32,67,7,1,6,0,862
2,2,2,1,1,1,1,2,1,2,18,28,11,19,30,47,1,0,3,0,546
4,3,1,0,0,0,0,3,3,8,19,29,18,28,28,25,4,1,4,1,788
4,4,1,0,0,0,0,3,2,6,22,23,31,27,33,79,3,1,4,0,908
5,3,1,0,0,0,0,3,3,7,20,24,26,26,27,43,5,1,5,1,901
4,3,1,0,0,0,0,3,3,8,12,17,14,29,28,26,6,1,4,1,780
