"privacy_concerns","smartphone_skill","whatsapp_usage","secure_messenger","other_messenger","altruism","civic_duty","trust_science","trust_polsters","trust_gen","extrov","openess","neurot","consient","agreab","age_n","sted","inc_cat","educ_cat","employ_bin","Y_contacts"
4,4,1,0,0,0,0,3,2,6,25,28,31,35,22,65,3,1,4,1,575
4,3,1,0,0,0,0,3,2,8,19,26,33,35,30,65,6,1,4,1,599
5,3,1,0,0,0,0,3,3,7,23,25,22,27,33,58,5,1,5,1,573
5,3,1,0,0,0,0,3,3,7,23,25,20,27,34,28,5,1,5,1,554
5,3,1,0,0,0,0,3,3,7,13,32,31,34,37,66,5,1,5,1,610
5,3,1,0,0,0,0,3,3,7,36,21,14,32,22,24,5,1,5,1,542
4,3,1,0,0,0,0,3,2,8,18,18,25,33,32,45,6,1,4,1,557
6,5,2,1,1,1,1,4,1,4,18,26,15,25,22,63,2,0,2,0,525
5,3,1,0,0,0,0,3,3,8,19,23,14,25,26,61,4,1,5,1,566
6,5,1,0,1,1,0,4,2,5,19,27,13,29,24,62,0,0,2,0,534
4,4,1,0,0,0,0,3,2,6,35,23,29,30,27,63,3,1,4,1,573
5,3,1,0,0,0,0,3,3,8,17,32,26,25,20,72,4,1,5,1,588
5,3,1,0,0,0,0,3,3,7,21,25,25,34,22,63,5,1,5,1,584
3,4,1,0,0,1,0,4,2,5,27,37,26,28,38,56,7,1,6,0,593
5,3,1,0,0,0,0,3,3,7,33,31,15,27,24,75,5,1,5,1,590
6,5,2,1,1,1,1,4,1,3,28,21,16,24,34,29,2,0,2,0,503
5,3,1,0,0,0,0,3,3,7,23,34,35,27,28,50,5,1,5,1,595
3,4,1,0,0,1,0,4,2,5,20,28,24,30,28,60,7,1,6,0,578
6,5,2,1,1,1,1,4,1,3,34,25,29,28,26,49,2,0,2,0,547
5,3,1,0,0,0,0,3,3,7,30,35,24,20,31,18,4,1,5,1,536
5,3,1,0,0,0,0,3,3,7,16,25,22,33,29,54,5,1,5,1,571
6,5,1,0,1,1,0,4,2,4,22,25,20,29,25,32,0,0,2,0,496
5,3,1,0,0,0,0,3,3,7,24,33,20,21,30,56,4,1,5,1,579
5,3,1,0,0,0,0,3,3,7,25,23,24,34,32,40,4,1,5,1,567
4,4,1,0,0,0,0,3,2,6,19,17,19,27,28,63,3,1,4,1,530
4,3,1,0,0,0,0,3,2,8,29,24,24,33,32,81,3,1,4,1,596
4,3,1,0,0,0,0,3,3,8,34,20,38,31,31,31,6,1,4,1,593
6,5,1,0,1,1,0,4,1,4,30,29,25,33,30,42,0,0,2,0,531
4,4,1,0,0,0,0,3,2,6,36,29,15,28,31,53,3,1,4,0,562
5,3,1,0,0,0,0,3,3,7,18,23,21,23,32,73,5,1,5,1,585
1,1,3,1,1,1,3,1,4,10,20,23,32,25,36,60,11,0,1,0,599
5,3,1,0,0,0,0,3,3,7,21,26,33,34,23,60,4,1,5,1,595
5,3,1,0,0,0,0,3,3,7,38,20,34,35,30,70,5,1,5,1,628
5,3,1,0,0,0,0,3,3,7,19,26,18,28,23,66,4,1,5,1,568
4,3,1,0,0,0,0,3,3,8,38,23,24,38,32,35,6,1,4,1,588
4,3,1,0,0,0,0,3,3,8,15,23,13,22,30,56,6,1,4,1,553
5,3,1,0,0,0,0,3,3,8,21,16,28,30,33,77,4,1,4,1,599
5,3,1,0,0,0,0,3,3,7,34,28,30,32,28,61,5,1,5,1,609
2,2,3,1,1,1,2,2,4,2,27,23,18,34,25,38,1,0,3,0,451
3,4,1,0,0,0,0,3,2,6,30,31,31,24,28,43,3,1,6,0,545
5,3,1,0,0,0,0,3,3,7,21,25,19,27,28,73,4,1,5,1,580
2,5,2,1,1,1,1,2,1,9,36,27,13,30,31,44,8,0,3,0,558
4,3,1,0,0,0,0,3,2,8,27,21,25,16,38,26,6,1,4,1,545
4,4,1,0,0,0,0,3,2,6,25,31,20,30,24,76,3,1,4,0,561
6,5,2,0,1,1,0,4,1,4,29,26,16,26,16,25,2,0,2,0,497
3,4,1,0,0,1,0,4,2,5,25,34,15,29,38,34,7,1,6,0,558
5,3,1,0,0,0,0,3,3,7,26,31,18,22,26,25,5,1,5,1,546
4,3,1,0,0,0,0,3,3,8,14,28,28,24,30,43,4,1,4,1,552
7,2,3,1,1,1,2,2,4,0,28,25,16,33,25,21,9,0,1,0,523
5,3,1,0,0,0,0,3,3,7,27,30,17,29,27,81,4,1,5,1,604
6,5,1,0,1,1,0,4,2,5,10,27,18,29,21,56,0,0,2,0,514
4,3,1,0,0,0,0,3,2,8,22,29,20,31,28,78,6,1,4,1,595
5,3,1,0,0,0,0,3,3,7,20,20,26,24,24,32,5,1,5,1,543
5,3,1,0,0,0,0,3,3,7,21,21,26,36,22,60,4,1,5,1,576
3,4,1,0,0,1,0,4,2,5,24,28,24,29,34,50,7,1,6,0,571
5,3,1,0,0,0,0,3,3,7,34,19,32,36,36,83,5,1,5,1,628
4,3,1,0,0,0,0,3,3,8,26,25,28,34,29,59,6,1,4,1,594
4,3,1,0,0,0,0,3,2,8,25,16,29,32,30,65,6,1,4,1,586
3,4,1,0,0,1,0,4,2,6,22,25,24,32,31,58,7,1,6,0,581
5,3,1,0,0,0,0,3,3,7,23,23,30,35,37,54,4,1,5,1,595
4,3,1,0,0,0,0,3,2,8,12,24,28,28,30,59,6,1,4,1,563
5,3,1,0,0,0,0,3,3,7,20,35,24,26,34,40,5,1,5,1,566
2,5,2,1,1,1,1,2,1,3,24,34,19,29,29,57,2,0,3,0,486
5,3,1,0,0,0,0,3,3,7,27,26,26,30,30,72,5,1,5,1,611
5,3,1,0,0,0,0,3,3,7,24,28,19,34,29,55,5,1,5,1,586
2,2,2,1,1,1,1,2,1,9,11,28,28,29,38,67,8,0,3,0,557
5,3,1,0,0,0,0,3,3,8,11,18,20,34,36,57,4,1,4,1,566
6,5,1,0,1,1,0,4,2,5,34,26,14,36,34,25,0,0,2,0,529
4,3,1,0,0,0,0,3,3,8,29,29,21,34,30,17,6,1,4,1,558
4,3,1,0,0,0,0,3,2,8,34,18,22,21,38,55,6,1,4,1,579
5,3,1,0,0,0,0,3,3,7,19,23,28,38,33,64,5,1,5,1,603
5,3,1,0,0,0,0,3,3,7,18,23,27,28,29,66,5,1,5,1,586
5,3,1,0,0,0,0,3,3,7,18,33,17,25,31,67,5,1,5,1,581
4,4,1,0,0,0,0,3,2,6,26,23,20,29,25,47,3,1,4,1,526
4,4,1,0,0,0,0,3,2,6,23,26,37,25,33,28,3,1,4,1,523
3,4,1,0,0,1,0,4,2,6,31,27,18,29,25,29,7,1,6,0,550
4,3,1,0,0,0,0,3,2,8,21,34,33,29,29,71,6,1,4,1,605
5,3,1,0,0,0,0,3,3,7,13,33,24,20,20,48,5,1,5,1,558
5,3,1,0,0,0,0,3,3,7,38,19,38,16,24,35,5,1,5,1,558
5,3,1,0,0,0,0,3,3,7,23,25,8,24,20,66,4,1,5,1,566
2,5,2,1,1,1,1,2,1,3,27,20,22,28,33,77,2,0,3,0,495
5,3,1,0,0,0,0,3,3,7,15,32,24,34,33,50,4,1,5,1,578
3,4,1,0,0,0,0,4,2,6,30,30,24,36,35,63,3,1,6,0,577
3,4,1,0,0,0,0,4,2,6,17,24,18,27,33,36,7,1,6,0,533
1,1,4,1,1,1,4,1,4,1,19,29,35,29,28,66,10,0,1,0,541
5,3,1,0,0,0,0,3,3,7,10,28,16,27,32,26,4,1,5,1,530
6,5,1,0,1,1,0,4,2,5,31,23,34,19,29,61,0,0,2,0,554
5,3,1,0,0,0,0,3,3,7,24,28,28,21,21,43,4,1,5,1,563
4,3,1,0,0,0,0,3,3,8,27,27,18,32,30,28,4,1,4,1,548
5,3,1,0,0,0,0,3,3,7,35,33,14,25,34,44,5,1,5,1,578
1,1,4,1,1,1,4,1,4,1,32,23,22,28,28,19,10,0,1,0,473
4,3,1,0,0,0,0,3,2,8,22,27,30,25,16,41,6,1,4,1,550
1,1,4,1,1,1,4,1,4,1,24,18,21,32,28,80,10,0,1,0,534
5,3,1,0,0,0,0,3,3,7,24,19,26,31,23,36,4,1,5,1,546
5,3,1,0,0,0,0,3,3,7,20,30,31,21,25,70,5,1,5,1,595
5,3,1,0,0,0,0,3,3,7,35,28,31,27,27,67,4,1,5,1,597
3,4,1,0,0,1,0,4,2,5,30,28,21,23,32,22,7,1,6,0,538
3,4,1,0,0,0,0,4,2,6,14,22,36,36,23,43,3,1,6,0,541
4,3,1,0,0,0,0,3,3,8,18,26,18,24,34,22,6,1,4,1,537
6,5,1,0,0,1,0,4,2,5,21,23,28,28,30,25,0,1,6,0,537
3,4,1,0,0,0,0,4,2,6,32,20,29,30,34,81,3,1,6,0,593
3,4,1,0,0,0,0,4,2,6,18,21,35,27,36,36,3,1,6,0,528
3,4,1,0,0,0,0,4,2,6,26,26,26,27,26,44,3,1,6,0,542
5,3,1,0,0,0,0,3,3,7,26,31,27,26,25,54,4,1,5,1,575
5,3,1,0,0,0,0,3,3,7,32,24,11,29,24,29,5,1,5,1,552
6,5,1,0,0,1,0,4,2,5,27,22,30,25,30,17,0,0,2,0,519
3,4,1,0,0,1,0,4,2,6,16,16,20,29,21,58,7,1,6,0,548
7,2,3,1,1,1,2,2,4,0,22,28,35,20,31,69,9,0,1,0,573
7,2,3,1,1,1,2,2,4,0,18,25,23,20,35,42,9,0,1,0,532
6,5,1,0,0,1,0,4,2,5,34,26,25,34,33,36,0,0,2,0,557
4,3,1,0,0,0,0,3,2,8,17,24,28,30,20,33,6,1,4,1,538
5,3,1,0,0,0,0,3,3,7,29,25,18,33,24,79,5,1,5,1,596
4,3,1,0,0,0,0,3,2,8,24,23,20,33,37,59,6,1,4,1,573
6,5,1,0,1,1,0,4,2,4,23,27,14,30,24,26,0,0,2,0,492
2,2,2,1,1,1,1,2,1,2,36,23,39,22,33,72,1,0,3,0,476
2,2,2,1,1,1,1,2,1,9,19,26,35,37,30,46,8,0,3,0,547
6,5,2,1,1,1,1,4,1,4,26,26,19,23,26,73,2,0,2,0,555
5,3,1,0,0,0,0,3,3,7,25,33,29,28,32,72,4,1,5,1,605
5,3,1,0,0,0,0,3,3,7,20,28,18,18,34,50,5,1,5,1,553
4,3,1,0,0,0,0,3,2,8,22,26,23,34,38,67,3,1,4,1,577
3,4,1,0,0,0,0,4,2,6,24,26,34,30,23,73,3,1,6,0,576
5,3,1,0,0,0,0,3,3,7,28,18,21,30,29,75,5,1,5,1,598
7,2,3,1,1,1,2,2,4,0,20,17,27,30,25,59,9,0,1,0,538
5,3,1,0,0,0,0,3,3,7,21,19,18,21,35,67,5,1,5,1,571
2,2,2,1,1,1,2,2,1,2,20,29,15,25,28,50,1,0,3,0,432
5,3,1,0,0,0,0,3,3,7,22,23,22,23,31,71,5,1,5,1,587
3,4,1,0,0,1,0,4,2,5,26,31,30,36,34,63,7,1,6,0,607
6,5,2,0,1,1,0,4,1,4,24,25,37,30,32,35,2,0,2,0,550
6,5,1,0,1,1,0,4,2,4,17,25,32,30,28,78,0,0,2,0,559
3,4,1,0,0,1,0,4,2,5,36,23,10,28,35,70,7,1,6,0,581
5,3,1,0,0,0,0,3,3,7,22,22,27,26,28,51,5,1,5,1,576
2,5,2,1,1,1,1,2,1,3,33,35,35,34,23,44,2,0,3,0,502
3,4,1,0,0,1,0,4,2,6,23,21,21,25,32,59,7,1,6,0,574
6,5,2,1,1,1,1,4,1,3,31,28,16,24,28,72,2,0,2,0,548
5,3,1,0,0,0,0,3,3,7,21,22,34,31,28,32,5,1,5,1,563
5,3,1,0,0,0,0,3,3,7,21,26,8,30,34,18,5,1,5,1,527
4,3,1,0,0,0,0,3,3,8,23,22,29,32,32,43,4,1,4,1,567
5,3,1,0,0,0,0,3,3,7,22,26,23,24,21,53,4,1,5,1,567
6,5,2,1,1,1,1,4,1,3,17,26,22,28,16,31,2,0,2,0,496
2,2,3,1,1,1,2,2,4,2,24,18,25,25,33,52,1,0,3,0,471
5,3,1,0,0,0,0,3,3,7,31,23,33,23,20,37,5,1,5,1,560
2,2,2,1,1,1,1,2,1,2,22,32,27,25,16,69,1,0,3,0,443
3,4,1,0,0,0,0,4,2,6,20,27,32,29,28,39,7,1,6,0,550
4,3,1,0,0,0,0,3,3,8,31,20,32,31,20,53,6,1,4,1,584
3,4,1,0,0,1,0,4,2,5,21,24,11,23,16,40,7,1,6,0,525
6,5,1,0,1,1,0,4,2,4,24,30,24,27,33,34,0,0,2,0,522
4,4,1,0,0,0,0,3,2,6,12,32,39,25,28,23,3,1,4,1,523
4,3,1,0,0,0,0,3,3,8,20,36,19,27,30,74,6,1,4,1,603
7,2,3,1,1,1,2,1,4,0,19,36,22,28,25,27,9,0,1,0,510
5,3,1,0,0,0,0,3,3,7,23,28,23,19,28,59,5,1,5,1,575
5,3,1,0,0,0,0,3,3,7,27,18,13,21,21,48,5,1,5,1,548
3,5,1,0,0,1,0,4,2,5,33,21,26,20,34,44,7,1,6,0,568
6,5,1,0,0,1,0,4,2,5,14,21,32,26,38,26,0,1,6,0,542
5,3,1,0,0,0,0,3,3,7,11,20,34,29,27,55,5,1,5,1,574
4,3,1,0,0,0,0,3,2,8,31,28,19,24,20,78,6,1,4,1,593
3,4,1,0,0,1,0,4,2,6,27,22,24,18,25,72,7,1,6,0,575
4,3,1,0,0,0,0,3,3,8,11,30,22,19,29,45,6,1,4,1,545
1,1,4,1,1,1,4,1,4,1,27,27,36,22,32,30,10,0,1,0,506
3,4,1,0,0,1,0,4,2,5,29,24,30,22,30,43,7,1,6,0,566
4,3,1,0,0,0,0,3,3,8,27,28,31,24,29,69,4,1,4,1,593
5,3,1,0,0,0,0,3,3,7,23,20,14,26,37,54,5,1,5,1,570
5,3,1,0,0,0,0,3,3,8,26,28,29,33,38,55,4,1,4,1,598
5,3,1,0,0,0,0,3,3,7,24,29,36,28,27,76,5,1,5,1,617
5,3,1,0,0,0,0,3,3,7,26,27,19,33,23,74,5,1,5,1,606
4,3,1,0,0,0,0,3,3,8,16,25,25,24,33,22,4,1,4,1,531
6,5,1,0,0,1,0,4,2,5,21,24,16,33,29,22,0,0,2,0,511
7,2,3,1,1,1,2,1,4,0,19,15,27,30,23,26,9,0,1,0,501
4,3,1,0,0,0,0,3,3,8,23,21,25,20,25,32,6,1,4,1,550
4,4,1,0,0,0,0,3,2,6,20,25,21,23,30,63,3,1,4,1,539
5,3,1,0,0,0,0,3,3,7,23,21,33,27,30,59,5,1,5,1,582
3,4,1,0,0,1,0,4,2,6,22,25,35,29,27,36,7,1,6,0,560
4,3,1,0,0,0,0,3,3,8,25,24,20,28,25,44,6,1,4,1,564
4,3,1,0,0,0,0,3,3,8,13,22,38,25,36,54,6,1,4,1,577
7,2,3,1,1,1,2,1,4,0,19,23,39,29,34,41,9,0,1,0,542
3,4,1,0,0,1,0,4,2,5,28,29,25,16,34,35,7,1,6,0,554
3,5,1,0,0,1,0,4,2,5,28,20,35,29,34,68,0,1,6,0,572
5,3,1,0,0,0,0,3,3,7,23,22,22,36,38,31,5,1,5,1,569
5,3,1,0,0,0,0,3,3,7,29,32,24,27,28,27,4,1,5,1,552
2,5,2,1,1,1,1,2,1,9,28,29,10,29,31,52,8,0,3,0,567
6,5,2,1,1,1,1,4,1,3,29,33,36,23,30,73,2,0,2,0,574
6,5,1,0,0,1,0,4,2,5,19,26,29,25,27,21,0,1,6,0,538
5,3,1,0,0,0,0,3,3,8,16,19,26,20,19,65,4,1,5,1,568
5,3,1,0,0,0,0,3,3,7,17,30,30,26,26,58,4,1,5,1,583
4,4,1,0,0,0,0,3,2,6,15,36,32,34,31,36,3,1,4,1,545
4,4,1,0,0,0,0,3,2,6,9,17,23,28,32,21,3,1,4,1,497
5,3,1,0,0,0,0,3,3,7,21,26,28,17,21,45,4,1,5,1,543
6,5,1,0,1,1,0,4,2,4,23,24,39,23,31,43,0,0,2,0,527
5,3,1,0,0,0,0,3,3,7,19,20,30,35,34,60,5,1,5,1,590
3,5,1,0,0,1,0,4,2,5,24,20,26,24,29,79,0,1,6,0,555
2,5,2,1,1,1,1,4,1,3,19,16,34,20,21,60,2,0,2,0,480
2,2,3,1,1,1,2,2,4,2,19,27,25,15,32,73,1,0,3,0,492
3,4,1,0,0,1,0,4,2,5,16,36,37,34,39,35,7,1,6,0,576
5,3,1,0,0,0,0,3,3,7,20,28,22,26,30,34,4,1,5,1,549
5,3,1,0,0,0,0,3,3,7,22,23,36,26,28,73,4,1,5,1,589
2,5,2,1,1,1,1,2,1,9,27,19,19,23,30,64,8,0,3,0,559
5,3,1,0,0,0,0,3,3,7,11,29,23,33,32,45,5,1,5,1,563
2,5,2,1,1,1,1,2,1,3,21,20,29,32,31,55,2,0,3,0,482
4,4,1,0,0,0,0,3,2,6,21,20,15,25,29,52,3,1,4,1,527
4,3,1,0,0,0,0,3,2,8,9,15,34,27,30,45,6,1,4,1,545
2,2,3,1,1,1,2,2,4,2,27,22,26,32,29,41,1,0,3,0,470
5,3,1,0,0,0,0,3,3,7,20,27,20,27,17,23,5,1,5,1,530
4,3,1,0,0,0,0,3,3,8,23,24,33,22,31,43,6,1,4,1,573
5,3,1,0,0,0,0,3,3,7,10,34,22,34,33,36,5,1,5,1,570
5,3,1,0,0,0,0,3,3,7,27,27,28,32,29,67,5,1,5,1,602
3,4,1,0,0,1,0,4,2,5,13,23,32,27,36,22,7,1,6,0,543
3,4,1,0,0,0,0,3,2,6,13,33,34,31,20,46,3,1,6,0,536
4,3,1,0,0,0,0,3,2,8,17,28,19,28,31,72,3,1,4,1,560
6,5,2,1,1,1,1,4,1,4,28,16,19,29,34,78,2,0,2,0,565
7,2,3,1,1,1,2,1,4,0,26,27,32,20,30,17,9,0,1,0,504
4,4,1,0,0,0,0,3,2,6,26,20,21,28,36,65,3,1,4,1,557
3,5,1,0,0,1,0,4,2,5,22,20,27,22,31,64,0,1,6,0,547
5,3,1,0,0,0,0,3,3,7,16,26,29,28,24,63,4,1,5,1,575
4,3,1,0,0,0,0,3,3,8,12,21,26,30,38,22,6,1,4,1,540
5,3,1,0,0,0,0,3,3,7,17,25,24,25,25,61,5,1,5,1,575
5,3,1,0,0,0,0,3,3,7,22,29,22,34,39,79,5,1,5,1,625
5,3,1,0,0,0,0,3,3,7,18,22,34,23,31,52,5,1,5,1,580
5,3,1,0,0,0,0,3,3,8,17,30,28,29,28,19,4,1,5,1,554
4,3,1,0,0,0,0,3,3,8,23,27,28,33,30,54,6,1,4,1,590
3,4,1,0,0,1,0,4,2,6,14,24,31,26,30,33,7,1,6,0,541
3,5,1,0,0,1,0,4,2,5,31,24,24,21,28,60,0,1,6,0,546
4,3,1,0,0,0,0,3,3,8,12,27,15,23,32,70,4,1,4,1,570
7,2,3,1,1,1,2,1,4,0,22,25,18,27,33,48,9,0,1,0,533
3,5,1,0,0,1,0,4,2,5,21,30,22,36,32,66,7,1,6,0,602
5,3,1,0,0,0,0,3,3,7,13,18,27,27,28,36,5,1,5,1,547
4,3,1,0,0,0,0,3,3,8,21,35,28,29,36,80,6,1,4,1,630
5,3,1,0,0,0,0,3,3,8,13,23,26,33,28,72,4,1,4,1,587
4,3,1,0,0,0,0,3,2,8,16,20,24,30,28,60,6,1,4,1,570
6,5,2,1,1,1,1,4,1,3,21,26,31,28,28,43,2,0,2,0,527
5,3,1,0,0,0,0,3,3,7,16,32,27,31,30,26,4,1,5,1,545
4,3,1,0,0,0,0,3,3,8,20,19,26,33,31,77,6,1,4,1,598
7,2,3,1,1,1,3,1,4,10,32,31,24,24,35,57,9,0,1,0,666
5,3,1,0,0,0,0,3,3,7,11,32,25,30,24,49,5,1,5,1,569
3,4,1,0,0,1,0,4,2,6,15,30,27,29,28,62,7,1,6,0,584
3,5,1,0,0,1,0,4,2,5,36,20,22,34,29,71,0,1,6,0,575
3,4,1,0,0,0,0,4,2,6,26,28,28,24,33,55,3,1,6,0,554
1,1,4,1,1,1,4,1,4,1,29,28,31,19,29,66,10,0,1,0,528
5,3,1,0,0,0,0,3,3,7,30,28,15,33,27,67,5,1,5,1,589
1,1,4,1,1,1,4,1,4,1,21,27,27,20,26,41,10,0,1,0,486
6,5,1,0,0,1,0,4,2,5,21,30,31,15,31,70,0,0,2,0,574
4,3,1,0,0,0,0,3,2,8,22,20,21,26,36,50,6,1,4,1,557
5,3,1,0,0,0,0,3,3,7,12,23,27,29,33,52,5,1,5,1,572
4,3,1,0,0,0,0,3,2,8,31,27,21,25,31,30,6,1,4,1,544
5,3,1,0,0,0,0,3,3,7,25,28,27,20,34,54,4,1,5,1,578
4,3,1,0,0,0,0,3,3,8,12,23,24,27,34,72,6,1,4,1,589
6,5,2,1,1,1,1,4,1,3,16,28,27,30,29,32,2,0,2,0,510
5,3,1,0,0,0,0,3,3,7,26,34,11,20,37,27,5,1,5,1,556
4,3,1,0,0,0,0,3,3,8,20,25,25,27,32,55,4,1,4,1,573
2,5,2,1,1,1,1,4,1,3,21,26,22,25,28,83,2,0,2,0,523
5,3,1,0,0,0,0,3,3,7,28,20,35,38,39,78,5,1,5,1,635
6,5,2,0,1,1,1,4,1,4,36,26,22,27,25,69,2,0,2,0,575
7,2,3,1,1,1,2,1,4,0,20,30,17,29,32,60,9,0,1,0,539
3,4,1,0,0,1,0,4,2,5,19,26,15,17,34,65,7,1,6,0,548
5,3,1,0,0,0,0,3,3,7,18,28,30,25,30,17,5,1,5,1,543
4,3,1,0,0,0,0,3,2,8,27,23,34,27,27,65,6,1,4,1,587
3,5,1,0,0,1,0,4,2,5,20,36,14,30,29,77,0,1,6,0,564
5,3,1,0,0,0,0,3,3,7,12,30,37,29,31,68,5,1,5,1,603
2,5,2,1,1,1,1,4,1,3,21,28,27,32,24,33,2,0,2,0,469
6,5,1,0,0,1,0,4,2,5,27,27,22,23,29,60,0,0,2,0,560
5,3,1,0,0,0,0,3,3,7,22,30,10,34,31,67,4,1,5,1,586
6,5,1,0,0,1,0,4,2,5,10,24,27,28,39,70,0,0,2,0,572
3,4,1,0,0,1,0,4,2,5,31,21,24,27,25,61,7,1,6,0,570
5,3,1,0,0,0,0,3,3,7,18,27,27,25,36,77,5,1,5,1,605
3,4,1,0,0,1,0,4,2,5,21,31,12,28,37,61,7,1,6,0,581
2,2,3,1,1,1,2,2,4,2,15,21,23,26,21,37,1,0,3,0,449
2,5,2,1,1,1,1,2,1,3,22,21,30,20,38,81,2,0,3,0,504
6,5,2,0,1,1,0,4,1,4,21,23,10,20,24,79,2,0,2,0,528
3,4,1,0,0,1,0,4,2,5,11,28,21,28,25,55,7,1,6,0,554
3,4,1,0,0,0,0,4,2,6,27,33,30,32,21,81,3,1,6,0,588
4,3,1,0,0,0,0,3,3,8,36,30,25,24,32,32,6,1,4,1,566
5,3,1,0,0,0,0,3,3,7,29,23,24,35,28,66,5,1,5,1,605
6,5,2,1,1,1,1,4,1,3,12,29,23,34,33,59,2,0,2,0,540
3,5,1,0,0,1,0,4,2,5,28,27,24,34,21,31,0,1,6,0,522
6,5,2,0,1,1,0,4,1,4,23,29,30,23,28,59,2,0,2,0,566
5,3,1,0,0,0,0,3,3,7,26,20,16,34,32,35,5,1,5,1,567
5,3,1,0,0,0,0,3,3,7,34,32,27,20,25,70,5,1,5,1,593
3,4,1,0,0,0,0,4,2,6,20,24,30,20,27,65,3,1,6,0,542
5,3,1,0,0,0,0,3,3,7,23,32,30,32,20,44,5,1,5,1,576
3,5,1,0,0,1,0,4,2,5,16,24,37,33,23,39,0,1,6,0,531
3,4,1,0,0,0,0,3,2,6,27,22,38,35,28,26,3,1,6,0,531
5,3,1,0,0,0,0,3,3,8,38,21,30,32,30,68,4,1,5,1,626
4,3,1,0,0,0,0,3,3,8,17,27,31,32,20,74,6,1,4,1,603
3,4,1,0,0,1,0,4,2,5,29,25,20,27,28,66,7,1,6,0,579
5,3,1,0,0,0,0,3,3,7,19,17,36,28,36,23,5,1,5,1,555
5,3,1,0,0,0,0,3,3,7,38,25,29,28,36,73,5,1,5,1,628
4,4,1,0,0,0,0,3,2,6,19,22,26,30,24,83,3,1,4,1,570
5,3,1,0,0,0,0,3,3,7,35,19,14,37,30,58,5,1,5,1,588
5,3,1,0,0,0,0,3,3,7,26,27,22,25,35,59,5,1,5,1,592
3,4,1,0,0,1,0,4,2,6,17,29,24,26,31,64,7,1,6,0,588
3,4,1,0,0,0,0,3,2,6,14,26,22,28,31,66,3,1,6,0,538
5,3,1,0,0,0,0,3,3,8,13,23,28,28,23,43,4,1,4,1,558
5,3,1,0,0,0,0,3,3,7,14,20,24,21,36,59,4,1,5,1,574
3,4,1,0,0,1,0,4,2,6,20,20,35,31,29,46,7,1,6,0,575
6,5,2,1,1,1,1,4,1,3,20,20,22,35,34,58,2,0,2,0,536
5,3,1,0,0,0,0,3,3,7,32,17,21,27,32,79,5,1,5,1,591
1,1,4,1,1,1,4,1,4,1,19,26,23,32,30,30,10,0,1,0,492
5,3,1,0,0,0,0,3,3,7,16,31,33,19,21,37,5,1,5,1,545
5,3,1,0,0,0,0,3,3,7,16,25,26,26,33,61,5,1,5,1,574
4,3,1,0,0,0,0,3,3,8,36,20,12,26,30,59,4,1,4,1,565
2,5,2,1,1,1,1,2,1,3,31,29,18,26,34,50,2,0,3,0,475
5,3,1,0,0,0,0,3,3,7,22,20,24,31,32,55,4,1,5,1,569
6,5,2,0,1,1,1,4,1,4,18,24,38,25,33,77,2,0,2,0,590
2,5,2,1,1,1,1,2,1,3,14,28,27,32,33,40,2,0,3,0,476
4,3,1,0,0,0,0,3,2,8,21,17,22,33,27,55,3,1,4,1,548
3,4,1,0,0,1,0,4,2,5,28,26,28,34,36,55,7,1,6,0,590
4,3,1,0,0,0,0,3,3,8,23,26,34,29,34,66,4,1,4,1,606
4,3,1,0,0,0,0,3,2,8,10,32,29,25,24,39,6,1,4,1,548
2,2,3,1,1,1,2,2,4,0,22,25,31,29,31,75,1,0,3,0,491
5,3,1,0,0,0,0,3,3,7,21,28,27,28,25,52,4,1,5,1,571
5,3,1,0,0,0,0,3,3,7,19,28,21,20,21,64,5,1,5,1,581
7,2,3,1,1,1,2,1,4,0,27,25,23,28,32,45,9,0,1,0,527
5,3,1,0,0,0,0,3,3,7,21,21,17,28,23,73,4,1,5,1,586
3,4,1,0,0,1,0,4,2,5,22,23,30,28,39,64,7,1,6,0,586
5,3,1,0,0,0,0,3,3,7,31,29,22,22,31,62,5,1,5,1,589
7,2,3,1,1,1,2,1,4,0,19,27,27,26,27,48,9,0,1,0,523
2,2,2,1,1,1,1,2,1,2,16,28,26,34,36,79,1,0,3,0,468
2,5,2,1,1,1,1,2,1,9,16,32,35,32,37,64,8,0,3,0,602
4,3,1,0,0,0,0,3,3,8,20,20,22,24,21,38,6,1,4,1,550
6,5,2,0,1,1,0,4,1,4,27,33,22,27,18,40,2,0,2,0,536
5,3,1,0,0,0,0,3,3,8,16,24,16,31,28,32,4,1,5,1,552
5,3,1,0,0,0,0,3,3,8,24,26,11,25,31,74,4,1,5,1,591
1,1,4,1,1,1,4,1,4,1,15,29,33,30,29,61,10,0,1,0,536
1,1,3,1,1,1,3,1,4,10,34,30,22,23,31,38,11,0,1,0,581
4,4,1,0,0,0,0,3,2,6,18,24,17,37,28,47,3,1,4,1,532
6,5,1,0,1,1,0,4,2,4,18,29,26,31,26,17,0,0,2,0,500
4,3,1,0,0,0,0,3,3,8,27,24,22,30,30,44,4,1,4,1,566
5,3,1,0,0,0,0,3,3,7,20,24,19,22,30,56,4,1,5,1,556
3,4,1,0,0,1,0,4,2,6,24,29,33,16,32,29,7,1,6,0,564
4,3,1,0,0,0,0,3,3,8,22,24,33,25,25,40,6,1,4,1,565
5,3,1,0,0,0,0,3,3,7,18,21,28,24,30,44,5,1,5,1,556
1,1,3,1,1,1,3,1,4,10,19,26,31,16,28,61,11,0,1,0,590
